""ID"",""pca1"",""pca2"",""pca3"",""pca4"",""pca5"",""pca6"",""pca7"",""pca8"",""si1"",""si2"",""si3"",""si4"",""si5"",""si6"",""gef1"",""gef2"",""gef3"",""pefi1"",""pefi2"",""pefi3"",""pefi4"",""lgm1"",""lgm2"",""lgm3"",""eag1"",""eag2"",""eag3"",""eag4"",""eag5"",""eag6"",""eag7"",""eag8"",""vis1"",""vis2"",""vis3"",""gno1"",""gno2"",""gno3"",""gno4"",""vote1"",""vote2"",""soch1"",""soch2"",""soch3"",""soch4"",""ipol1"",""ipol2"",""ipol3"",""ipol4"",""coid"",""por1"",""sex"",""reli"",""school"",""age""
872,1,2,1,1,1,1,1,1,3,3,3,3,2,2,3,3,3,2,3,3,3,3,3,3,3,4,3,3,5,4,3,4,5,1,1,3,3,3,3,3,3,4,2,2,4,4,3,3,2,4,7,2,1,3,3
875,3,3,1,3,1,1,3,1,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,5,4,1,3,5,5,5,1,3,3,3,4,4,4,4,3,3,5,1,1,5,5,4,5,4,4,8,2,10,3,3
882,4,3,3,4,2,2,2,2,4,4,4,4,3,4,5,5,5,5,5,5,5,5,5,5,1,5,1,1,4,5,1,5,4,2,2,4,4,5,5,3,3,5,1,1,5,4,4,6,5,3,3,1,10,3,10
883,1,1,1,1,1,1,1,1,3,4,3,4,3,3,4,3,4,3,3,3,3,3,3,4,1,2,1,1,5,4,2,2,5,3,3,3,3,3,3,3,3,5,1,1,5,4,4,6,4,3,4,2,1,2,1
884,4,2,1,1,1,1,1,1,2,1,1,3,3,3,4,4,4,4,3,3,3,4,4,4,3,3,1,1,5,2,1,1,5,2,2,1,1,4,4,3,3,3,3,2,4,4,4,1,5,1,8,1,1,3,2
885,4,4,3,5,4,2,2,3,4,4,5,3,4,3,4,4,4,3,4,4,4,5,4,5,5,5,2,4,3,4,4,4,2,5,3,2,2,4,4,3,3,4,2,4,4,3,2,6,5,2,2,1,10,2,4
887,4,4,1,1,1,1,1,1,3,3,3,2,2,2,4,4,3,4,4,4,4,4,3,4,3,4,5,1,5,5,4,4,5,3,1,2,1,2,1,3,3,5,1,1,5,4,3,6,3,4,6,2,9,2,1
891,2,3,1,3,1,1,1,1,4,4,5,3,3,4,4,4,4,4,3,3,3,5,5,5,2,5,1,5,5,5,5,4,5,1,1,2,2,2,2,3,3,4,1,1,5,4,2,6,5,3,3,2,8,3,2
893,2,2,1,1,1,1,1,1,4,4,5,3,3,3,4,4,4,4,4,3,2,5,5,4,1,5,1,2,5,5,5,5,3,4,2,2,2,2,5,3,3,5,1,1,5,4,4,1,5,3,2,2,1,2,2
894,1,3,1,3,2,1,1,1,4,4,4,3,3,4,4,4,4,4,3,3,3,3,3,4,1,4,2,3,5,4,4,5,2,4,2,4,3,3,4,3,3,4,3,2,4,5,4,1,3,4,2,1,10,1,1
897,2,2,1,1,1,1,1,1,4,3,3,3,2,2,4,4,3,2,1,1,1,4,3,5,1,3,1,1,4,4,5,3,4,5,1,2,1,3,2,3,2,4,2,1,4,4,3,3,2,2,3,1,8,1,1
898,1,2,1,1,1,1,1,1,3,2,1,1,1,1,1,2,2,3,2,3,3,2,2,2,1,3,1,1,5,5,5,1,4,2,1,2,2,2,2,3,2,4,3,2,4,4,3,6,3,4,7,2,1,3,1
903,2,1,1,1,1,1,1,1,3,3,3,3,2,2,4,3,4,3,3,2,3,4,3,3,1,3,1,1,5,3,3,3,5,3,1,3,3,2,3,3,3,4,2,2,4,3,3,6,3,4,3,2,11,2,1
904,4,3,1,2,1,1,1,1,4,3,3,2,3,3,4,3,4,4,2,2,2,3,3,4,4,5,1,1,5,4,2,5,4,4,5,1,1,3,3,3,3,2,2,2,2,4,6,6,4,4,4,2,10,3,1
905,3,1,2,3,1,1,1,1,2,1,1,1,2,1,1,2,2,3,2,2,3,5,3,3,3,4,4,1,5,4,3,1,5,1,1,3,3,3,3,3,3,1,5,4,4,6,5,6,5,1,8,2,1,3,2
909,1,1,1,1,1,1,1,1,3,3,3,1,1,1,3,4,4,2,2,2,2,4,3,1,2,2,2,2,5,3,3,2,1,2,2,1,1,1,1,3,3,3,3,2,3,3,1,1,4,4,8,2,1,3,2
910,3,4,1,3,1,1,1,1,4,4,5,3,4,4,4,4,4,4,3,3,3,4,4,4,1,4,1,5,5,4,5,3,1,3,5,1,1,4,4,3,3,5,1,1,5,3,5,6,4,2,1,2,1,3,1
917,2,3,1,3,1,1,1,1,4,4,4,4,4,3,4,3,3,3,3,4,4,5,4,4,2,5,3,4,5,5,5,5,3,3,3,3,2,4,3,3,3,5,2,1,4,2,3,6,4,3,4,2,8,2,2
919,1,1,1,1,1,1,1,1,3,4,3,3,3,3,4,3,4,3,2,2,4,4,3,3,2,3,1,1,5,3,4,1,4,2,2,1,1,1,2,3,2,4,2,2,4,5,3,1,3,1,6,1,1,3,1
928,3,5,4,4,1,1,3,1,3,4,3,3,3,4,3,4,4,4,3,3,3,4,4,3,2,4,3,3,5,4,5,5,4,2,1,2,1,1,1,3,2,5,3,3,3,5,4,6,3,4,5,2,10,2,2
929,3,4,2,3,3,2,2,1,5,5,5,5,5,5,4,4,4,5,4,4,4,5,5,5,1,5,1,3,5,5,5,5,1,5,4,1,1,1,4,3,2,5,4,5,5,5,5,6,4,3,2,1,8,2,1
930,5,5,3,3,1,1,1,1,5,4,4,4,4,5,5,5,4,5,5,5,5,5,5,4,4,5,2,5,5,4,4,3,3,4,2,4,4,3,2,3,3,5,1,1,5,4,1,4,3,4,3,1,8,2,3
936,3,2,2,5,2,1,1,1,4,3,5,4,2,4,5,5,5,5,5,5,5,5,5,5,3,5,3,5,5,5,5,5,4,5,3,1,1,5,4,3,3,5,1,1,5,1,1,1,4,4,3,1,9,2,1
937,4,3,2,4,2,1,1,1,4,4,4,3,3,3,4,4,4,4,4,3,4,4,4,3,3,4,1,3,5,5,4,4,5,2,1,4,3,4,4,3,2,4,3,2,4,3,3,6,4,4,5,1,10,2,3
939,3,1,1,3,1,1,1,1,4,4,3,3,3,3,4,3,4,4,4,3,2,5,4,5,2,3,1,1,2,4,3,4,2,4,4,4,3,3,3,2,3,4,1,1,4,5,3,6,4,3,1,1,8,1,1
943,3,4,1,4,1,1,1,1,5,5,5,3,3,5,4,5,5,4,4,4,4,5,5,5,1,4,2,4,2,5,4,4,3,3,3,4,4,5,4,3,2,4,1,1,5,2,2,6,3,3,3,1,8,1,1
946,3,1,1,1,1,1,1,1,3,3,3,3,3,3,4,4,3,3,3,3,3,4,2,3,1,3,1,1,5,3,5,5,5,2,1,3,3,3,3,3,3,1,5,3,1,3,3,4,4,4,5,1,10,2,2
947,4,3,3,4,1,1,5,4,5,5,5,4,5,5,3,4,4,4,3,3,4,5,3,3,2,3,2,2,5,3,4,4,5,4,1,4,3,5,4,3,3,5,2,3,4,3,3,4,5,3,5,1,8,1,1
948,1,5,1,1,1,1,1,1,5,5,5,5,5,3,4,4,4,5,4,4,4,5,5,5,3,5,2,1,5,5,4,3,4,4,4,3,3,3,3,3,3,5,1,1,5,3,3,6,3,4,2,2,10,1,1
949,1,3,1,1,1,1,1,1,4,4,3,3,2,3,5,4,4,4,2,3,2,4,4,4,1,5,2,2,5,5,2,3,5,2,2,3,3,3,3,3,3,4,4,3,4,4,5,5,4,3,3,2,1,2,15
951,2,1,1,1,1,1,1,1,3,3,3,3,1,1,4,4,3,4,4,4,4,4,3,3,3,4,1,1,5,4,2,5,4,4,1,3,3,3,4,3,3,5,2,2,5,4,4,6,3,4,6,2,1,3,1
954,1,3,1,1,1,1,1,1,4,4,4,4,3,3,4,4,4,5,4,3,5,4,4,4,2,4,2,2,5,5,5,2,5,2,1,2,2,4,4,2,2,5,1,1,5,4,4,6,4,4,3,2,10,3,2
960,3,3,1,1,1,1,1,1,3,3,3,2,3,4,5,5,5,4,3,3,4,4,4,4,2,4,2,2,5,4,4,1,5,1,1,1,1,3,4,3,3,1,2,4,4,2,2,4,3,4,6,2,10,3,1
961,3,3,1,3,1,1,1,1,4,4,4,3,3,4,4,4,3,4,3,4,2,4,3,4,1,2,1,2,5,3,3,2,5,1,1,3,3,4,4,3,3,4,2,2,1,4,3,3,3,2,6,1,10,3,1
964,2,3,3,3,2,1,2,1,4,4,5,4,4,4,5,5,5,4,4,4,4,5,5,4,2,3,1,2,3,4,3,5,3,4,4,3,3,4,4,3,3,4,2,1,5,5,5,2,3,3,3,1,10,2,2
965,1,3,1,4,1,1,1,3,4,4,5,3,3,3,4,3,4,4,4,3,3,4,4,4,2,4,2,3,4,5,3,4,4,2,2,5,3,4,4,3,2,3,4,4,3,2,3,3,4,4,3,2,10,1,1
967,3,5,3,4,1,1,1,1,4,5,4,4,3,3,5,5,5,4,4,4,4,5,4,4,1,3,2,4,5,4,3,4,3,4,1,4,4,3,3,3,3,5,1,1,5,1,4,6,4,3,2,1,9,2,2
968,2,2,2,1,1,1,1,1,4,3,3,3,2,2,4,4,3,3,3,3,3,4,3,3,2,5,3,2,5,5,3,5,5,2,2,4,4,4,4,3,3,4,5,4,4,5,4,6,4,3,4,2,2,3,2
969,3,1,1,2,1,1,1,1,1,1,1,1,1,1,3,2,3,3,3,3,3,3,1,5,2,5,2,1,5,5,1,2,5,4,2,2,1,1,1,3,2,5,1,1,1,3,3,5,3,4,5,1,11,3,3
970,4,4,1,2,1,1,1,1,4,4,4,3,3,4,5,4,4,3,2,3,2,4,3,5,1,4,1,2,5,5,3,3,5,4,1,3,1,1,1,3,3,5,1,2,5,5,4,6,4,4,6,2,10,1,1
972,2,2,2,3,1,1,1,1,3,3,3,3,3,3,3,3,3,4,3,3,4,3,2,2,4,3,4,2,4,3,3,4,4,3,2,3,3,3,3,3,3,4,2,2,4,6,3,1,2,4,4,2,10,2,2
973,3,2,1,1,1,1,1,1,4,3,3,4,3,2,4,3,4,4,3,3,2,4,3,3,1,4,3,2,5,3,3,2,5,2,1,3,3,3,3,3,3,4,2,1,4,4,3,6,3,2,5,1,1,3,1
978,4,1,2,3,3,1,1,1,4,4,3,4,3,3,4,2,3,4,4,3,3,5,5,4,1,4,1,3,3,4,3,4,2,3,2,2,2,4,4,3,3,4,2,2,4,3,3,2,3,4,4,2,9,2,2
979,4,2,1,1,1,1,1,1,4,4,3,3,3,3,3,3,4,3,3,4,4,4,3,4,1,5,2,3,5,5,4,3,4,3,2,3,3,4,4,3,2,3,4,3,4,3,4,4,4,4,5,2,11,2,9
980,2,1,1,1,1,1,1,1,4,3,3,3,3,3,4,4,4,4,2,4,4,3,4,3,3,4,2,1,3,4,3,3,5,3,1,3,1,2,2,2,2,5,2,2,5,3,2,3,4,4,4,2,10,2,1
981,2,1,1,2,1,1,1,1,4,3,3,2,3,3,5,3,3,3,2,3,3,3,3,3,2,3,3,2,5,4,3,2,4,3,2,3,2,3,2,2,1,3,3,3,3,1,1,1,2,4,5,1,11,2,1
987,4,3,1,2,2,1,1,1,4,3,3,3,3,3,4,4,4,4,3,4,2,4,2,4,2,4,3,3,5,5,3,5,1,2,4,3,2,3,3,3,3,4,4,4,4,1,3,1,3,4,5,1,10,2,3
989,5,5,5,5,4,4,5,5,5,5,5,5,5,5,4,4,5,5,4,4,5,5,4,5,2,5,1,5,2,5,5,5,2,5,4,1,1,4,4,3,3,5,1,1,5,1,2,4,5,3,3,1,2,2,1
990,3,1,1,1,1,1,1,1,2,2,1,3,2,2,4,3,2,3,2,3,3,3,2,2,4,4,5,1,5,3,1,1,5,1,1,1,1,1,1,3,3,4,2,2,4,4,3,6,3,1,7,1,1,3,2
992,2,2,1,1,1,1,1,1,4,3,3,2,2,2,4,2,4,4,4,4,4,3,2,2,1,3,4,1,5,2,3,2,4,3,3,4,3,4,4,3,2,4,1,1,4,1,1,3,4,4,4,1,9,2,1
993,5,3,4,4,1,1,1,1,4,3,4,3,3,4,3,4,4,4,4,4,4,4,4,3,1,5,1,2,5,4,4,5,5,4,3,1,1,4,4,3,2,5,3,3,5,1,1,6,4,4,8,2,10,2,6
998,2,3,2,4,1,1,1,1,3,3,3,4,3,3,4,4,2,4,2,3,3,4,3,3,3,4,2,5,2,5,5,4,3,4,3,2,3,4,4,3,3,4,4,4,4,1,2,6,3,4,4,2,10,1,1
999,2,2,2,1,1,1,1,1,4,3,3,3,3,3,3,4,4,4,3,4,4,4,3,3,3,4,3,2,5,4,3,3,5,3,1,3,3,3,4,3,3,4,3,2,3,4,4,6,3,4,3,2,9,2,2
1000,4,4,4,4,2,2,3,3,4,4,3,3,4,4,3,5,4,4,4,4,5,4,3,4,4,5,2,3,4,5,4,5,2,4,4,4,4,4,2,2,2,4,1,1,5,4,1,1,1,4,2,2,9,1,1
1001,2,1,1,1,1,1,1,1,4,4,3,4,3,3,4,2,4,2,3,4,3,4,4,4,1,5,1,1,5,5,3,3,4,4,2,3,2,4,3,3,3,4,3,4,4,6,6,6,4,4,4,2,1,3,2
1005,3,3,1,1,1,1,1,1,3,3,3,5,2,1,4,4,3,4,2,2,3,4,1,2,3,3,5,1,5,3,2,3,5,1,1,3,2,3,4,3,3,4,2,4,4,1,5,6,3,4,5,1,1,2,2
1006,3,4,5,1,1,1,1,1,4,5,5,4,3,3,4,4,5,5,3,4,5,5,2,4,2,3,1,1,5,4,3,1,5,1,1,3,3,5,5,3,3,4,1,2,5,3,4,5,5,4,6,2,10,3,1
1007,4,3,1,4,1,1,1,1,4,3,4,4,2,4,2,4,2,4,2,4,4,5,2,5,3,5,2,5,2,5,5,5,2,4,4,3,2,3,2,3,3,4,2,2,4,4,1,4,1,4,3,2,8,2,3
1008,2,2,1,2,1,1,1,1,4,4,4,4,3,3,4,4,4,3,4,4,3,4,4,3,1,3,3,1,5,3,4,3,5,2,3,3,3,3,3,3,3,5,2,1,5,1,1,1,3,3,3,1,1,2,1
1013,4,4,5,5,1,1,1,1,5,5,5,5,5,5,4,5,5,5,4,4,5,5,4,4,2,4,2,5,5,5,5,5,4,5,1,3,3,4,4,3,2,5,1,1,5,3,3,4,4,3,2,2,9,2,1
1015,1,2,1,1,1,1,1,1,3,2,2,1,1,1,3,2,3,2,1,4,2,2,2,1,5,3,5,1,5,3,3,1,5,1,1,1,1,1,1,3,2,4,3,3,4,4,3,1,2,1,7,1,10,2,1
1016,2,2,1,1,1,1,1,1,4,4,3,3,3,3,4,3,3,3,4,4,4,4,4,3,3,4,3,1,5,3,3,4,4,5,3,3,3,3,4,3,2,4,2,2,4,5,3,6,4,2,4,2,9,3,1
1018,5,3,1,3,1,1,1,1,4,5,3,2,2,4,4,4,2,4,4,4,4,4,4,4,1,5,1,4,5,5,5,5,5,4,3,4,3,5,5,3,3,4,1,1,5,5,2,5,5,3,2,1,9,3,1
1021,1,1,1,1,1,1,1,1,4,3,3,2,2,2,4,4,4,4,3,3,3,3,3,3,3,4,3,1,5,4,3,2,5,1,1,3,3,3,3,3,2,3,3,3,3,6,1,6,3,4,6,1,10,1,4
1023,1,1,1,3,1,1,1,1,3,3,4,1,2,2,3,2,3,4,3,3,4,4,4,4,1,2,1,1,5,3,3,2,4,4,1,4,3,3,3,3,2,4,2,2,4,5,2,2,2,4,3,2,9,3,1
1027,1,3,1,1,1,1,2,1,4,4,3,3,3,2,4,4,4,4,3,3,3,4,5,4,1,5,2,3,3,5,5,2,3,2,2,1,3,3,3,2,2,4,2,3,4,2,3,6,5,4,4,1,10,2,1
1029,5,4,4,4,5,3,2,3,4,4,4,2,4,4,5,4,5,5,3,3,3,5,5,5,4,4,4,5,2,3,3,5,2,4,4,4,4,4,4,3,3,5,3,2,4,4,4,1,3,4,2,1,1,3,1
1031,4,5,3,3,2,1,3,3,5,4,3,4,3,3,4,3,4,4,2,4,4,5,4,5,2,3,1,3,3,4,5,2,4,4,1,2,1,3,3,3,2,5,1,1,5,2,2,6,3,3,3,2,8,3,2
1034,3,4,2,2,1,1,1,1,2,2,1,1,1,1,2,1,3,3,1,2,1,2,2,1,4,3,5,1,5,2,5,1,5,1,1,1,1,4,4,3,2,2,3,2,2,5,1,6,2,1,5,1,9,3,2
1035,3,1,1,1,1,1,1,1,4,4,3,3,3,3,4,4,4,3,3,3,3,4,4,4,1,3,1,1,4,4,2,2,5,3,1,3,3,3,5,3,3,4,3,3,4,4,3,6,3,4,5,1,1,1,1
1036,2,1,1,3,1,1,1,1,5,5,5,3,4,4,4,4,4,5,4,2,2,5,3,4,1,5,1,2,4,5,5,5,4,4,2,4,3,3,3,3,3,4,2,1,4,4,4,4,4,3,3,2,8,3,1
1039,3,3,2,1,1,1,1,1,4,4,3,3,3,3,4,4,4,3,3,3,3,4,4,3,2,4,2,2,4,5,5,2,4,2,2,3,2,3,4,3,3,5,2,2,5,3,3,6,3,4,5,2,10,2,2
1041,4,4,1,2,1,1,1,1,4,3,4,4,3,3,4,4,4,4,3,3,3,4,3,3,1,5,1,1,5,4,2,2,3,4,3,4,4,4,4,3,3,5,3,2,5,4,3,6,4,2,3,1,1,1,1
1044,1,2,2,1,1,1,1,1,4,4,3,3,3,3,2,3,4,4,3,3,4,4,4,4,1,5,1,1,2,5,2,4,2,4,5,2,1,4,5,3,3,5,1,1,4,6,6,6,1,4,2,2,9,1,1
1050,3,2,1,5,3,1,1,1,4,4,5,3,4,4,5,4,2,5,5,4,4,5,4,5,1,4,1,3,2,5,4,3,2,4,4,4,2,5,5,3,2,4,2,3,4,5,4,6,5,3,3,1,1,3,2
1052,5,4,2,5,5,1,1,5,5,5,5,4,4,4,5,5,5,5,4,4,4,5,5,5,1,4,1,4,1,5,4,5,1,5,5,1,1,4,2,2,1,5,1,1,5,1,1,1,5,4,1,1,9,1,5
1057,1,1,1,1,1,1,1,1,2,2,2,2,2,2,4,4,4,2,2,2,2,4,4,4,3,3,1,1,5,4,3,2,5,1,1,3,3,4,3,3,3,4,2,2,4,3,3,6,3,4,5,2,1,3,1
1059,2,3,1,1,1,1,1,1,3,2,1,1,1,2,3,2,2,2,2,3,3,3,1,1,4,4,5,1,5,4,4,4,5,3,1,3,3,3,3,3,3,2,2,2,2,4,3,6,4,4,8,2,2,1,1
1064,3,4,1,2,1,2,2,1,3,3,3,3,2,2,5,5,5,4,4,3,4,3,3,4,2,2,4,2,4,4,4,1,1,1,1,3,3,3,3,3,3,5,5,5,5,1,1,1,1,1,8,2,2,2,3
1067,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,1,5,1,1,1,5,1,1,1,1,1,1,3,3,1,2,1,3,5,1,6,1,1,8,2,1,2,3
1068,3,2,1,1,1,1,1,1,4,4,4,3,3,3,4,4,5,4,3,3,3,4,3,4,2,4,1,1,5,4,4,2,5,1,1,3,2,2,3,3,2,4,2,2,4,6,3,4,1,2,7,2,8,2,2
1069,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,4,4,1,1,3,4,1,1,1,3,2,1,5,2,2,1,5,1,1,3,2,3,4,3,3,4,2,3,4,4,5,6,3,1,8,1,1,3,1
1074,1,1,1,3,1,1,1,1,2,3,3,3,4,3,3,4,4,3,1,2,2,4,2,1,4,3,1,1,5,3,4,1,5,1,1,4,4,3,3,3,2,4,2,2,4,3,6,6,6,4,5,1,9,2,2
1076,4,5,1,3,1,1,1,1,4,4,4,2,3,1,4,3,4,4,4,4,4,4,3,3,4,4,1,1,5,5,5,5,5,3,1,4,3,4,4,3,3,4,1,1,5,3,4,4,3,4,6,1,2,2,1
1079,3,2,4,3,3,2,2,1,2,2,2,2,2,2,2,2,3,3,2,4,2,4,3,4,1,4,2,4,2,3,3,4,4,3,3,3,4,4,2,3,3,3,3,4,4,3,3,5,4,2,5,1,1,2,4
1080,3,3,2,1,1,1,1,1,4,2,3,3,3,3,4,3,4,4,2,2,2,5,4,4,5,4,4,5,5,4,5,4,5,2,2,3,3,5,5,3,2,4,3,3,4,5,3,6,4,4,6,1,1,3,1
1085,3,3,1,3,3,1,1,1,2,2,3,3,3,3,4,4,4,4,3,3,3,5,4,5,1,1,1,1,1,1,1,1,4,5,1,5,5,5,5,3,3,5,3,1,4,5,5,6,5,4,1,1,11,2,1
1086,2,3,1,1,1,1,1,1,4,4,3,3,2,2,4,4,5,3,3,3,4,4,3,3,2,4,2,1,5,4,4,3,5,1,1,2,1,4,4,3,3,5,1,1,5,4,3,6,3,3,4,1,9,3,2
1090,3,1,1,3,1,1,1,1,4,5,3,4,4,4,5,4,4,5,4,3,5,5,5,5,1,3,2,3,2,5,4,3,2,3,4,4,2,4,4,3,3,5,1,1,5,5,1,6,4,3,1,1,10,1,2
1091,4,3,1,1,1,1,1,1,3,3,3,4,3,3,4,4,3,3,3,4,4,4,4,3,1,2,2,1,4,3,1,2,5,2,1,3,2,4,4,3,2,5,1,1,5,3,2,6,4,4,5,1,2,1,1
1092,3,4,1,4,4,1,1,1,5,5,5,3,3,5,4,3,3,5,5,5,5,5,5,4,1,5,1,3,3,5,5,5,4,5,1,1,1,4,4,3,3,5,1,1,5,5,3,6,3,3,2,2,8,2,3
1093,3,2,1,1,1,1,1,1,3,3,2,2,2,3,4,3,3,3,2,2,2,4,4,4,4,3,1,1,5,3,2,1,5,4,3,3,2,2,2,3,2,4,3,2,4,4,4,6,3,1,6,1,1,3,1
1094,2,2,2,1,1,1,1,1,4,3,3,3,2,3,3,3,4,4,3,3,3,4,4,3,1,3,2,1,5,4,3,3,5,4,2,2,2,3,2,2,2,4,2,3,4,3,3,3,3,4,6,2,1,3,1
1097,3,4,2,4,3,2,5,4,5,5,5,3,4,3,4,4,5,5,4,4,4,5,5,5,1,4,1,2,2,4,3,5,3,4,3,5,5,5,5,3,3,5,2,1,5,3,5,6,5,3,1,2,9,1,3
1099,3,1,3,3,1,1,1,1,5,5,4,1,2,3,4,4,4,4,2,4,2,4,5,4,2,4,1,1,1,5,5,5,2,4,4,3,4,4,2,2,2,4,2,2,4,6,5,6,2,4,4,2,9,3,1
1102,1,1,1,1,1,1,1,1,3,3,3,3,3,3,2,2,2,2,3,3,3,3,3,3,1,1,3,1,4,2,2,1,5,2,1,3,3,3,3,1,1,4,2,2,4,3,1,6,3,4,6,1,8,3,NA
1104,1,1,1,1,1,1,1,1,2,2,2,2,2,2,3,3,3,3,3,3,3,2,2,1,4,5,4,2,5,3,2,1,5,2,1,1,1,1,1,3,3,3,3,3,3,4,4,1,3,4,NA,2,10,1,1
1106,4,3,1,5,2,1,4,3,4,3,3,3,3,3,4,3,4,4,4,3,3,5,3,4,5,5,3,4,4,5,5,4,2,4,4,4,3,4,4,2,2,3,3,3,3,3,2,4,4,4,3,2,9,1,1
1111,1,2,1,5,1,1,1,1,4,5,5,5,4,4,3,4,5,5,4,4,5,5,4,5,2,4,1,2,2,4,4,5,2,2,2,3,2,4,4,3,2,5,2,1,5,1,3,6,4,4,3,2,10,2,1
1114,5,2,3,5,1,1,1,1,5,5,5,4,4,5,4,4,4,4,3,3,3,5,3,5,3,5,3,5,5,3,5,3,5,1,1,1,1,1,1,2,2,4,2,1,4,1,1,5,5,4,4,2,9,2,2
1120,2,2,1,1,1,1,1,1,4,3,3,2,2,2,4,4,5,4,4,3,4,5,2,3,3,4,1,3,5,4,3,2,5,1,1,3,4,4,3,3,3,5,2,2,4,1,1,3,2,4,4,1,8,2,1
1122,2,2,1,1,1,1,1,1,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,1,5,1,2,5,5,5,5,4,1,1,3,3,3,3,3,3,3,3,3,3,1,1,1,1,4,4,2,11,2,3
1126,5,2,3,4,1,1,3,1,5,5,5,4,4,4,4,4,4,3,3,3,3,5,4,5,2,5,1,2,5,5,5,3,3,4,2,3,3,4,4,3,3,5,2,2,5,1,3,4,5,3,5,2,8,1,1
1129,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,4,4,1,1,1,4,2,4,1,5,2,2,1,5,1,1,1,1,1,1,3,3,5,1,1,5,4,2,1,4,4,7,1,1,3,2
1130,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,3,1,1,1,5,3,3,1,2,1,1,4,4,1,1,5,2,1,4,4,4,4,3,3,4,2,2,4,1,1,6,3,4,5,2,1,3,2
1133,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,4,3,1,1,1,3,2,2,1,1,1,1,5,3,2,1,5,3,1,1,1,1,1,3,2,2,2,2,4,5,5,5,5,1,8,1,1,3,2
1134,3,1,1,1,1,1,1,1,4,4,3,3,2,3,3,4,4,4,3,3,3,3,2,2,3,4,3,1,4,4,3,2,4,2,3,3,3,3,3,3,2,4,2,1,5,3,3,6,4,1,6,1,11,3,2
1135,1,1,1,1,1,1,1,1,4,3,3,2,3,2,4,5,4,3,3,3,3,5,4,4,1,3,1,3,5,2,5,1,1,3,3,3,3,3,3,3,3,5,3,3,5,1,1,6,1,4,5,1,8,2,2
1136,2,5,2,3,1,1,2,1,5,4,5,3,4,4,3,4,4,5,3,3,4,5,5,5,2,5,1,4,2,5,4,5,1,5,5,4,2,4,4,3,3,5,1,1,5,2,2,6,4,4,2,1,8,3,2
1137,4,3,1,4,1,1,1,1,5,5,5,4,4,5,4,4,4,4,3,4,4,5,4,4,1,4,1,4,4,5,4,5,3,4,2,5,3,4,4,3,3,5,2,2,5,6,4,6,4,3,3,2,9,3,2
1140,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,3,1,1,1,4,1,2,4,3,4,2,5,3,2,1,5,1,1,1,1,1,1,3,3,4,2,2,4,2,2,1,2,4,6,1,9,3,1
1141,3,1,1,1,1,1,1,1,4,4,4,4,2,2,2,2,4,2,2,2,2,5,4,5,1,4,1,2,4,4,4,4,5,2,1,2,2,4,4,3,3,5,1,1,5,4,2,6,3,3,3,1,8,3,1
1146,4,3,3,3,2,1,3,1,4,4,4,3,3,3,4,4,3,3,3,3,3,4,3,3,3,4,1,2,2,4,3,4,3,3,3,3,3,3,3,3,3,4,3,2,4,5,3,3,3,4,5,2,9,1,1
1150,2,4,1,1,1,1,1,1,3,4,3,3,2,2,3,3,3,3,2,2,2,4,4,4,1,5,1,1,5,5,4,4,5,1,1,2,1,4,4,3,2,4,4,3,4,2,3,1,4,1,6,2,1,2,1
1151,4,3,1,1,1,1,4,1,4,4,5,3,3,4,4,5,4,3,2,3,3,4,4,4,2,5,2,1,5,4,3,4,3,4,2,2,2,4,5,3,3,4,3,1,5,3,3,2,4,4,4,2,1,2,1
1152,3,3,1,1,1,1,1,1,4,4,5,3,2,3,4,4,4,4,4,4,4,4,3,3,3,5,4,3,5,4,3,4,5,2,1,3,2,3,3,3,2,4,3,2,4,4,2,5,1,4,7,2,1,2,2
1153,3,3,3,3,1,1,1,1,4,4,4,3,4,3,4,4,4,4,3,4,3,4,5,5,1,4,1,1,5,4,3,2,5,3,1,3,3,4,3,2,2,5,2,2,5,3,3,6,5,4,5,2,10,1,1
1154,1,3,2,1,1,1,1,1,3,3,3,4,4,4,4,4,4,4,3,3,1,4,4,4,2,3,2,1,5,4,4,5,3,4,1,3,2,3,2,3,3,5,3,3,4,4,4,6,4,4,5,2,10,2,1
1155,2,1,1,1,1,1,1,1,4,2,1,1,1,1,3,3,4,3,1,1,1,3,1,3,3,2,4,1,5,4,3,5,5,4,1,3,3,4,4,3,3,1,1,2,5,5,5,1,4,2,1,2,9,2,3
1161,2,1,1,1,1,1,1,1,4,4,3,2,2,2,4,4,3,3,3,3,3,4,4,3,1,4,3,2,5,4,3,4,4,2,1,3,2,3,3,2,2,4,2,2,4,3,3,6,4,4,4,2,1,2,1
1162,2,4,2,2,1,1,1,1,5,5,5,3,3,3,4,4,5,5,4,4,3,5,4,5,3,4,3,2,4,4,4,4,4,5,2,3,3,5,3,3,3,3,2,2,4,2,4,6,4,4,4,2,8,2,1
